show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duration_num,duration_unit,genres,year_added,month_added,director_norm,first_director,is_movie,num_genres,title_word_count,is_recent_added,quarter_added,month_name,desc_for_rec
s7364,Movie,Ma Chu Ka,Jayan Vannery,India,01-07-2018,2017,TV-14,117 min,"International Movies, Thrillers",117,min,"['International Movies', ' Thrillers']",2018,7,jayan vannery,jayan vannery,1,2,3,0,2018Q3,July,"Ma Chu Ka International Movies, Thrillers"
s7365,Movie,Maacher Jhol,Pratim D. Gupta,India,01-01-2018,2017,TV-PG,107 min,"Dramas, International Movies",107,min,"['Dramas', ' International Movies']",2018,1,pratim d. gupta,pratim d. gupta,1,2,2,0,2018Q1,January,"Maacher Jhol Dramas, International Movies"
s7366,Movie,Mac & Devin Go to High School,Dylan C. Brown,United States,20-04-2016,2012,R,76 min,Comedies,76,min,['Comedies'],2016,4,dylan c. brown,dylan c. brown,1,1,7,0,2016Q2,April,Mac & Devin Go to High School Comedies
s7367,Movie,Macchli Jal Ki Rani Hai,Debaloy Dey,India,15-10-2017,2014,TV-MA,118 min,"Horror Movies, International Movies",118,min,"['Horror Movies', ' International Movies']",2017,10,debaloy dey,debaloy dey,1,2,5,0,2017Q4,October,"Macchli Jal Ki Rani Hai Horror Movies, International Movies"
s7368,Movie,Mad Max,George Miller,Australia,01-08-2020,1979,R,93 min,"Action & Adventure, Classic Movies, Cult Movies",93,min,"['Action & Adventure', ' Classic Movies', ' Cult Movies']",2020,8,george miller,george miller,1,3,2,1,2020Q3,August,"Mad Max Action & Adventure, Classic Movies, Cult Movies"
s7370,Movie,Mad Money,"Callie Khouri, Jesse V. Johnson",United States,01-11-2019,2008,PG-13,99 min,Comedies,99,min,['Comedies'],2019,11,"callie khouri, jesse v. johnson",callie khouri,1,1,2,1,2019Q4,November,Mad Money Comedies
s7371,Movie,Mad Ron's Prevues from Hell,Jim Monaco,United States,01-11-2010,1987,NR,84 min,"Cult Movies, Horror Movies",84,min,"['Cult Movies', ' Horror Movies']",2010,11,jim monaco,jim monaco,1,2,5,0,2010Q4,November,"Mad Ron's Prevues from Hell Cult Movies, Horror Movies"
s7372,Movie,Mad World,Chun Wong,Hong Kong,20-09-2018,2016,TV-MA,102 min,"Dramas, International Movies",102,min,"['Dramas', ' International Movies']",2018,9,chun wong,chun wong,1,2,2,0,2018Q3,September,"Mad World Dramas, International Movies"
s7373,Movie,Madaari,Nishikant Kamat,India,17-02-2017,2016,TV-14,134 min,"Dramas, Independent Movies, International Movies",134,min,"['Dramas', ' Independent Movies', ' International Movies']",2017,2,nishikant kamat,nishikant kamat,1,3,1,0,2017Q1,February,"Madaari Dramas, Independent Movies, International Movies"
s7374,Movie,Maddman: The Steve Madden Story,Ben Patterson,United States,01-01-2018,2017,TV-MA,78 min,Documentaries,78,min,['Documentaries'],2018,1,ben patterson,ben patterson,1,1,5,0,2018Q1,January,Maddman: The Steve Madden Story Documentaries
s7375,Movie,Madre,Aaron Burns,Chile,26-08-2017,2016,TV-MA,95 min,"International Movies, Thrillers",95,min,"['International Movies', ' Thrillers']",2017,8,aaron burns,aaron burns,1,2,1,0,2017Q3,August,"Madre International Movies, Thrillers"
s7376,TV Show,Maggie & Bianca: Fashion Friends,Iginio Straffi,Italy,31-03-2019,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",1,Season,"[""Kids' TV"", ' TV Comedies']",2019,3,iginio straffi,iginio straffi,0,2,5,1,2019Q1,March,"Maggie & Bianca: Fashion Friends Kids' TV, TV Comedies"
s7378,Movie,Magic Snowflake,Luc Vinciguerra,France,20-12-2015,2013,TV-Y,73 min,Children & Family Movies,73,min,['Children & Family Movies'],2015,12,luc vinciguerra,luc vinciguerra,1,1,2,0,2015Q4,December,Magic Snowflake Children & Family Movies
s7379,Movie,Magnetic,Thierry Donard,France,12-06-2020,2018,TV-14,110 min,"Action & Adventure, Documentaries, International Movies",110,min,"['Action & Adventure', ' Documentaries', ' International Movies']",2020,6,thierry donard,thierry donard,1,3,1,1,2020Q2,June,"Magnetic Action & Adventure, Documentaries, International Movies"
s7380,Movie,Magnus,Benjamin Ree,Norway,22-02-2017,2016,TV-PG,75 min,"Children & Family Movies, Documentaries, International Movies",75,min,"['Children & Family Movies', ' Documentaries', ' International Movies']",2017,2,benjamin ree,benjamin ree,1,3,1,0,2017Q1,February,"Magnus Children & Family Movies, Documentaries, International Movies"
s7381,Movie,Mahabharat,Amaan Khan,India,01-08-2018,2013,TV-14,119 min,"Action & Adventure, Dramas, International Movies",119,min,"['Action & Adventure', ' Dramas', ' International Movies']",2018,8,amaan khan,amaan khan,1,3,1,0,2018Q3,August,"Mahabharat Action & Adventure, Dramas, International Movies"
s7385,Movie,Mahjong Heroes,Li Pei-Chuan,Hong Kong,16-08-2018,1981,TV-PG,92 min,"Comedies, International Movies",92,min,"['Comedies', ' International Movies']",2018,8,li pei-chuan,li pei-chuan,1,2,2,0,2018Q3,August,"Mahjong Heroes Comedies, International Movies"
s7387,Movie,Maine Pyaar Kyun Kiya,David Dhawan,India,31-12-2019,2005,TV-14,137 min,"Comedies, International Movies, Music & Musicals",137,min,"['Comedies', ' International Movies', ' Music & Musicals']",2019,12,david dhawan,david dhawan,1,3,4,1,2019Q4,December,"Maine Pyaar Kyun Kiya Comedies, International Movies, Music & Musicals"
s7388,Movie,Maine Pyar Kiya,Sooraj R. Barjatya,India,01-01-2018,1989,TV-PG,192 min,"Dramas, International Movies, Music & Musicals",192,min,"['Dramas', ' International Movies', ' Music & Musicals']",2018,1,sooraj r. barjatya,sooraj r. barjatya,1,3,3,0,2018Q1,January,"Maine Pyar Kiya Dramas, International Movies, Music & Musicals"
s7389,Movie,Mala Kahich Problem Nahi,Sameer Vidwans,India,15-11-2018,2017,TV-PG,132 min,"Dramas, International Movies",132,min,"['Dramas', ' International Movies']",2018,11,sameer vidwans,sameer vidwans,1,2,4,0,2018Q4,November,"Mala Kahich Problem Nahi Dramas, International Movies"
s7390,Movie,Malicious,Michael Winnick,United States,01-02-2019,2018,TV-MA,91 min,Horror Movies,91,min,['Horror Movies'],2019,2,michael winnick,michael winnick,1,1,1,1,2019Q1,February,Malicious Horror Movies
s7391,Movie,Man of Tai Chi,Keanu Reeves,United States,26-07-2018,2013,R,105 min,"Action & Adventure, Dramas",105,min,"['Action & Adventure', ' Dramas']",2018,7,keanu reeves,keanu reeves,1,2,4,0,2018Q3,July,"Man of Tai Chi Action & Adventure, Dramas"
s7392,Movie,Man Up,Ben Palmer,United Kingdom,04-09-2018,2015,R,88 min,"Comedies, International Movies, Romantic Movies",88,min,"['Comedies', ' International Movies', ' Romantic Movies']",2018,9,ben palmer,ben palmer,1,3,2,0,2018Q3,September,"Man Up Comedies, International Movies, Romantic Movies"
s7406,Movie,Mark Gatiss: A Study in Sherlock,Nathan Landeg,Not Given,01-05-2016,2016,TV-14,29 min,Movies,29,min,['Movies'],2016,5,nathan landeg,nathan landeg,1,1,6,0,2016Q2,May,Mark Gatiss: A Study in Sherlock Movies
s7394,Movie,Mandi,Shyam Benegal,India,01-01-2020,1983,TV-MA,155 min,"Dramas, Independent Movies, International Movies",155,min,"['Dramas', ' Independent Movies', ' International Movies']",2020,1,shyam benegal,shyam benegal,1,3,1,1,2020Q1,January,"Mandi Dramas, Independent Movies, International Movies"
s7395,Movie,Mandobasar Galpo,Tathagata Banerjee,India,01-04-2018,2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies",103,min,"['Dramas', ' International Movies', ' Romantic Movies']",2018,4,tathagata banerjee,tathagata banerjee,1,3,2,0,2018Q2,April,"Mandobasar Galpo Dramas, International Movies, Romantic Movies"
s7396,Movie,Manglehorn,David Gordon Green,United States,16-04-2017,2014,PG-13,97 min,"Dramas, Independent Movies",97,min,"['Dramas', ' Independent Movies']",2017,4,david gordon green,david gordon green,1,2,1,0,2017Q2,April,"Manglehorn Dramas, Independent Movies"
s7397,Movie,Mango Dreams,John Upchurch,United States,15-03-2018,2016,TV-14,92 min,"Dramas, Independent Movies",92,min,"['Dramas', ' Independent Movies']",2018,3,john upchurch,john upchurch,1,2,2,0,2018Q1,March,"Mango Dreams Dramas, Independent Movies"
s7398,Movie,Manhattan Romance,Tom O'Brien,United States,08-09-2017,2014,TV-14,98 min,"Comedies, Independent Movies, Romantic Movies",98,min,"['Comedies', ' Independent Movies', ' Romantic Movies']",2017,9,tom o'brien,tom o'brien,1,3,2,0,2017Q3,September,"Manhattan Romance Comedies, Independent Movies, Romantic Movies"
s7399,Movie,Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,United Kingdom,15-01-2018,2017,TV-MA,89 min,"Documentaries, International Movies",89,min,"['Documentaries', ' International Movies']",2018,1,michael roberts,michael roberts,1,2,8,0,2018Q1,January,"Manolo: The Boy Who Made Shoes for Lizards Documentaries, International Movies"
s7400,Movie,Mansfield Park,Patricia Rozema,United Kingdom,01-01-2020,1999,PG-13,112 min,"Comedies, Dramas, International Movies",112,min,"['Comedies', ' Dramas', ' International Movies']",2020,1,patricia rozema,patricia rozema,1,3,2,1,2020Q1,January,"Mansfield Park Comedies, Dramas, International Movies"
s7401,Movie,Mantostaan,Rahat Kazmi,India,15-12-2017,2017,TV-MA,75 min,"Dramas, Independent Movies, International Movies",75,min,"['Dramas', ' Independent Movies', ' International Movies']",2017,12,rahat kazmi,rahat kazmi,1,3,1,0,2017Q4,December,"Mantostaan Dramas, Independent Movies, International Movies"
s7402,Movie,Mantra,Nicholas Kharkongor,India,15-12-2017,2017,TV-14,89 min,"Dramas, Independent Movies, International Movies",89,min,"['Dramas', ' Independent Movies', ' International Movies']",2017,12,nicholas kharkongor,nicholas kharkongor,1,3,1,0,2017Q4,December,"Mantra Dramas, Independent Movies, International Movies"
s7403,Movie,Mara,Clive Tonge,United Kingdom,05-01-2019,2017,TV-MA,99 min,"Horror Movies, Thrillers",99,min,"['Horror Movies', ' Thrillers']",2019,1,clive tonge,clive tonge,1,2,1,1,2019Q1,January,"Mara Horror Movies, Thrillers"
s7404,Movie,Marauders,Steven C. Miller,Canada,01-12-2020,2016,R,107 min,Action & Adventure,107,min,['Action & Adventure'],2020,12,steven c. miller,steven c. miller,1,1,1,1,2020Q4,December,Marauders Action & Adventure
s7408,Movie,Maroon,Pulkit,India,01-02-2017,2016,TV-MA,94 min,"Dramas, Independent Movies, International Movies",94,min,"['Dramas', ' Independent Movies', ' International Movies']",2017,2,pulkit,pulkit,1,3,1,0,2017Q1,February,"Maroon Dramas, Independent Movies, International Movies"
s7410,TV Show,Mars,Everardo Gout,United States,01-11-2019,2018,TV-PG,2 Seasons,"Docuseries, Science & Nature TV, TV Dramas",2,Seasons,"['Docuseries', ' Science & Nature TV', ' TV Dramas']",2019,11,everardo gout,everardo gout,0,3,1,1,2019Q4,November,"Mars Docuseries, Science & Nature TV, TV Dramas"
s7411,Movie,Martial Arts of Shaolin,Chia-Liang Liu,Hong Kong,16-08-2018,1986,R,90 min,"Action & Adventure, International Movies",90,min,"['Action & Adventure', ' International Movies']",2018,8,chia-liang liu,chia-liang liu,1,2,4,0,2018Q3,August,"Martial Arts of Shaolin Action & Adventure, International Movies"
s7412,Movie,Martin Lawrence Live: Runteldat,David Raynr,United States,01-12-2019,2002,R,104 min,Stand-Up Comedy,104,min,['Stand-Up Comedy'],2019,12,david raynr,david raynr,1,1,4,1,2019Q4,December,Martin Lawrence Live: Runteldat Stand-Up Comedy
s7413,Movie,Martin Luther: The Idea that Changed the World,David Batty,United States,01-01-2018,2017,TV-PG,55 min,"Documentaries, Faith & Spirituality",55,min,"['Documentaries', ' Faith & Spirituality']",2018,1,david batty,david batty,1,2,8,0,2018Q1,January,"Martin Luther: The Idea that Changed the World Documentaries, Faith & Spirituality"
s7414,Movie,Martyrs of Marriage,Deepika Narayan Bhardwaj,India,15-03-2018,2016,TV-14,83 min,"Documentaries, International Movies",83,min,"['Documentaries', ' International Movies']",2018,3,deepika narayan bhardwaj,deepika narayan bhardwaj,1,2,3,0,2018Q1,March,"Martyrs of Marriage Documentaries, International Movies"
s7416,Movie,Marvel's Iron Man & Hulk: Heroes United,"Leo Riley, Eric Radomski",United States,16-02-2014,2013,PG,72 min,"Action & Adventure, Sci-Fi & Fantasy",72,min,"['Action & Adventure', ' Sci-Fi & Fantasy']",2014,2,"leo riley, eric radomski",leo riley,1,2,7,0,2014Q1,February,"Marvel's Iron Man & Hulk: Heroes United Action & Adventure, Sci-Fi & Fantasy"
s7417,Movie,Mary and the Witch's Flower,Hiromasa Yonebayashi,Japan,17-07-2018,2017,PG,103 min,"Anime Features, Children & Family Movies",103,min,"['Anime Features', ' Children & Family Movies']",2018,7,hiromasa yonebayashi,hiromasa yonebayashi,1,2,5,0,2018Q3,July,"Mary and the Witch's Flower Anime Features, Children & Family Movies"
s7418,Movie,Mary Poppins Returns,Rob Marshall,United States,09-07-2019,2018,PG,131 min,"Children & Family Movies, Music & Musicals",131,min,"['Children & Family Movies', ' Music & Musicals']",2019,7,rob marshall,rob marshall,1,2,3,1,2019Q3,July,"Mary Poppins Returns Children & Family Movies, Music & Musicals"
s7415,Movie,Marvel & ESPN Films Present: 1 of 1: Genesis,Eric Drath,Not Given,15-03-2015,2014,TV-PG,77 min,"Documentaries, Sports Movies",77,min,"['Documentaries', ' Sports Movies']",2015,3,eric drath,eric drath,1,2,9,0,2015Q1,March,"Marvel & ESPN Films Present: 1 of 1: Genesis Documentaries, Sports Movies"
s7420,Movie,Masoom,Shekhar Kapur,India,31-12-2019,1983,TV-14,138 min,"Dramas, Independent Movies, International Movies",138,min,"['Dramas', ' Independent Movies', ' International Movies']",2019,12,shekhar kapur,shekhar kapur,1,3,1,1,2019Q4,December,"Masoom Dramas, Independent Movies, International Movies"
s7421,Movie,Master,Ui-seok Jo,South Korea,01-02-2018,2016,NR,143 min,"Action & Adventure, International Movies",143,min,"['Action & Adventure', ' International Movies']",2018,2,ui-seok jo,ui-seok jo,1,2,1,0,2018Q1,February,"Master Action & Adventure, International Movies"
s7422,Movie,Mater,Pablo D'Alo Abba,Argentina,01-08-2018,2017,TV-MA,80 min,"Dramas, Independent Movies, International Movies",80,min,"['Dramas', ' Independent Movies', ' International Movies']",2018,8,pablo d'alo abba,pablo d'alo abba,1,3,1,0,2018Q3,August,"Mater Dramas, Independent Movies, International Movies"
s7423,Movie,Matichya Chuli,"Sudesh Manjrekar, Atul Kale",India,15-02-2018,2006,TV-14,132 min,"Comedies, Dramas, International Movies",132,min,"['Comedies', ' Dramas', ' International Movies']",2018,2,"sudesh manjrekar, atul kale",sudesh manjrekar,1,3,2,0,2018Q1,February,"Matichya Chuli Comedies, Dramas, International Movies"
s7424,Movie,Max Rose,Daniel Noah,United States,15-01-2017,2013,TV-14,84 min,"Dramas, Independent Movies",84,min,"['Dramas', ' Independent Movies']",2017,1,daniel noah,daniel noah,1,2,2,0,2017Q1,January,"Max Rose Dramas, Independent Movies"
s7425,Movie,May We Chat,Philip Yung,Hong Kong,26-08-2018,2014,TV-MA,99 min,"Dramas, International Movies",99,min,"['Dramas', ' International Movies']",2018,8,philip yung,philip yung,1,2,3,0,2018Q3,August,"May We Chat Dramas, International Movies"
s7426,Movie,May You Prosper,"Hassan Hegazy, Shady Ali",Egypt,20-07-2019,2017,TV-14,93 min,"Comedies, International Movies, Music & Musicals",93,min,"['Comedies', ' International Movies', ' Music & Musicals']",2019,7,"hassan hegazy, shady ali",hassan hegazy,1,3,3,1,2019Q3,July,"May You Prosper Comedies, International Movies, Music & Musicals"
s7427,Movie,Maya Angelou: And Still I Rise,"Bob Hercules, Rita Coburn Whack",United States,01-05-2017,2016,TV-PG,114 min,Documentaries,114,min,['Documentaries'],2017,5,"bob hercules, rita coburn whack",bob hercules,1,1,6,0,2017Q2,May,Maya Angelou: And Still I Rise Documentaries
s7428,Movie,Maynard,Samuel D. Pollard,United States,02-09-2018,2017,TV-PG,100 min,Documentaries,100,min,['Documentaries'],2018,9,samuel d. pollard,samuel d. pollard,1,1,1,0,2018Q3,September,Maynard Documentaries
s7429,Movie,Maza Pati Karodpati,Sachin,India,01-01-2018,1988,TV-PG,132 min,"Comedies, International Movies, Romantic Movies",132,min,"['Comedies', ' International Movies', ' Romantic Movies']",2018,1,sachin,sachin,1,3,3,0,2018Q1,January,"Maza Pati Karodpati Comedies, International Movies, Romantic Movies"
s7430,Movie,Me and the Alien,Jesús Magaña Vázquez,Mexico,14-02-2017,2016,TV-MA,83 min,"Comedies, Dramas, International Movies",83,min,"['Comedies', ' Dramas', ' International Movies']",2017,2,jesús magaña vázquez,jesús magaña vázquez,1,3,4,0,2017Q1,February,"Me and the Alien Comedies, Dramas, International Movies"
s7431,Movie,Mean Dreams,Nathan Morlando,Canada,01-07-2019,2016,R,105 min,"Dramas, Independent Movies, Thrillers",105,min,"['Dramas', ' Independent Movies', ' Thrillers']",2019,7,nathan morlando,nathan morlando,1,3,2,1,2019Q3,July,"Mean Dreams Dramas, Independent Movies, Thrillers"
s7432,Movie,Mean Streets,Martin Scorsese,United States,01-07-2019,1973,R,112 min,"Classic Movies, Dramas, Independent Movies",112,min,"['Classic Movies', ' Dramas', ' Independent Movies']",2019,7,martin scorsese,martin scorsese,1,3,2,1,2019Q3,July,"Mean Streets Classic Movies, Dramas, Independent Movies"
s7433,Movie,Meditation Park,Mina Shum,Canada,09-03-2018,2017,TV-PG,94 min,Dramas,94,min,['Dramas'],2018,3,mina shum,mina shum,1,1,2,0,2018Q1,March,Meditation Park Dramas
s7434,Movie,Medium,Jacek Koprowicz,Poland,01-10-2019,1985,TV-MA,90 min,"Horror Movies, International Movies, Thrillers",90,min,"['Horror Movies', ' International Movies', ' Thrillers']",2019,10,jacek koprowicz,jacek koprowicz,1,3,1,1,2019Q4,October,"Medium Horror Movies, International Movies, Thrillers"
s7435,Movie,Meet the Trumps: From Immigrant to President,"Paul Berczeller, Mark Radice",United Kingdom,25-10-2017,2017,TV-14,48 min,Documentaries,48,min,['Documentaries'],2017,10,"paul berczeller, mark radice",paul berczeller,1,1,7,0,2017Q4,October,Meet the Trumps: From Immigrant to President Documentaries
s7438,Movie,Melle,Binu Ulahhannan,India,01-08-2018,2017,TV-PG,110 min,"Dramas, International Movies, Romantic Movies",110,min,"['Dramas', ' International Movies', ' Romantic Movies']",2018,8,binu ulahhannan,binu ulahhannan,1,3,1,0,2018Q3,August,"Melle Dramas, International Movies, Romantic Movies"
s7440,Movie,Melvin Goes to Dinner,Bob Odenkirk,United States,01-07-2018,2003,R,84 min,"Comedies, Dramas, Independent Movies",84,min,"['Comedies', ' Dramas', ' Independent Movies']",2018,7,bob odenkirk,bob odenkirk,1,3,4,0,2018Q3,July,"Melvin Goes to Dinner Comedies, Dramas, Independent Movies"
s7441,Movie,Memoir of a Murderer,Shin-yeon Won,South Korea,19-02-2018,2017,TV-MA,118 min,"Dramas, International Movies, Thrillers",118,min,"['Dramas', ' International Movies', ' Thrillers']",2018,2,shin-yeon won,shin-yeon won,1,3,4,0,2018Q1,February,"Memoir of a Murderer Dramas, International Movies, Thrillers"
s7442,Movie,Memory Games,"Janet Tobias, Claus Wehlisch",Germany,19-06-2019,2018,TV-14,86 min,Documentaries,86,min,['Documentaries'],2019,6,"janet tobias, claus wehlisch",janet tobias,1,1,2,1,2019Q2,June,Memory Games Documentaries
s7443,Movie,Men in Black,Barry Sonnenfeld,United States,19-10-2019,1997,PG-13,98 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",98,min,"['Action & Adventure', ' Comedies', ' Sci-Fi & Fantasy']",2019,10,barry sonnenfeld,barry sonnenfeld,1,3,3,1,2019Q4,October,"Men in Black Action & Adventure, Comedies, Sci-Fi & Fantasy"
s7444,Movie,Men in Black II,Barry Sonnenfeld,United States,01-10-2019,2002,PG-13,88 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",88,min,"['Action & Adventure', ' Comedies', ' Sci-Fi & Fantasy']",2019,10,barry sonnenfeld,barry sonnenfeld,1,3,4,1,2019Q4,October,"Men in Black II Action & Adventure, Comedies, Sci-Fi & Fantasy"
s7445,Movie,Menorca,John Barnard,Canada,27-08-2017,2016,TV-MA,81 min,"Dramas, Independent Movies",81,min,"['Dramas', ' Independent Movies']",2017,8,john barnard,john barnard,1,2,1,0,2017Q3,August,"Menorca Dramas, Independent Movies"
s7446,Movie,Merantau,Gareth Evans,Indonesia,13-02-2019,2009,R,112 min,"Action & Adventure, Dramas, International Movies",112,min,"['Action & Adventure', ' Dramas', ' International Movies']",2019,2,gareth evans,gareth evans,1,3,1,1,2019Q1,February,"Merantau Action & Adventure, Dramas, International Movies"
s7449,Movie,Merry Men: The Real Yoruba Demons,Toka McBaror,Nigeria,21-09-2019,2018,TV-MA,106 min,"Comedies, International Movies",106,min,"['Comedies', ' International Movies']",2019,9,toka mcbaror,toka mcbaror,1,2,6,1,2019Q3,September,"Merry Men: The Real Yoruba Demons Comedies, International Movies"
s7451,Movie,Mi Shivajiraje Bhosale Boltoy,Santosh Manjrekar,India,01-01-2018,2009,TV-14,148 min,"Comedies, International Movies, Sci-Fi & Fantasy",148,min,"['Comedies', ' International Movies', ' Sci-Fi & Fantasy']",2018,1,santosh manjrekar,santosh manjrekar,1,3,4,0,2018Q1,January,"Mi Shivajiraje Bhosale Boltoy Comedies, International Movies, Sci-Fi & Fantasy"
s7452,Movie,MI-5,Bharat Nalluri,United Kingdom,01-08-2019,2015,R,105 min,"Action & Adventure, Dramas, International Movies",105,min,"['Action & Adventure', ' Dramas', ' International Movies']",2019,8,bharat nalluri,bharat nalluri,1,3,1,1,2019Q3,August,"MI-5 Action & Adventure, Dramas, International Movies"
s7453,Movie,Middle School: The Worst Years of My Life,Steve Carr,United States,03-03-2019,2016,PG,92 min,"Children & Family Movies, Comedies",92,min,"['Children & Family Movies', ' Comedies']",2019,3,steve carr,steve carr,1,2,8,1,2019Q1,March,"Middle School: The Worst Years of My Life Children & Family Movies, Comedies"
s7455,Movie,Midnight Special,Jeff Nichols,United States,07-09-2020,2016,PG-13,112 min,"Action & Adventure, Sci-Fi & Fantasy",112,min,"['Action & Adventure', ' Sci-Fi & Fantasy']",2020,9,jeff nichols,jeff nichols,1,2,2,1,2020Q3,September,"Midnight Special Action & Adventure, Sci-Fi & Fantasy"
s7457,Movie,Milk,Gus Van Sant,United States,16-02-2017,2008,R,128 min,"Dramas, Independent Movies, LGBTQ Movies",128,min,"['Dramas', ' Independent Movies', ' LGBTQ Movies']",2017,2,gus van sant,gus van sant,1,3,1,0,2017Q1,February,"Milk Dramas, Independent Movies, LGBTQ Movies"
s7459,Movie,Minnaminugu the FireFly,Anil Thomas,India,01-08-2018,2017,TV-14,128 min,"Dramas, International Movies",128,min,"['Dramas', ' International Movies']",2018,8,anil thomas,anil thomas,1,2,3,0,2018Q3,August,"Minnaminugu the FireFly Dramas, International Movies"
s7461,Movie,Miracle,Gavin O'Connor,Canada,01-06-2018,2004,PG,136 min,"Children & Family Movies, Dramas, Sports Movies",136,min,"['Children & Family Movies', ' Dramas', ' Sports Movies']",2018,6,gavin o'connor,gavin o'connor,1,3,1,0,2018Q2,June,"Miracle Children & Family Movies, Dramas, Sports Movies"
s7462,Movie,Mirror Mirror,Tarsem Singh,United States,24-04-2020,2012,PG,106 min,"Children & Family Movies, Comedies",106,min,"['Children & Family Movies', ' Comedies']",2020,4,tarsem singh,tarsem singh,1,2,2,1,2020Q2,April,"Mirror Mirror Children & Family Movies, Comedies"
s7463,Movie,Mirzya,Rakeysh Omprakash Mehra,India,20-02-2017,2016,TV-MA,129 min,"Dramas, International Movies, Music & Musicals",129,min,"['Dramas', ' International Movies', ' Music & Musicals']",2017,2,rakeysh omprakash mehra,rakeysh omprakash mehra,1,3,1,0,2017Q1,February,"Mirzya Dramas, International Movies, Music & Musicals"
s7465,Movie,Miss Hokusai,Keiichi Hara,Japan,01-10-2017,2015,PG-13,90 min,Anime Features,90,min,['Anime Features'],2017,10,keiichi hara,keiichi hara,1,1,2,0,2017Q4,October,Miss Hokusai Anime Features
s7466,Movie,Miss Julie,Liv Ullmann,Norway,02-09-2015,2014,PG-13,130 min,"Dramas, International Movies",130,min,"['Dramas', ' International Movies']",2015,9,liv ullmann,liv ullmann,1,2,2,0,2015Q3,September,"Miss Julie Dramas, International Movies"
s7467,Movie,Miss Me This Christmas,Kenny Young,United States,19-12-2017,2017,TV-14,85 min,Romantic Movies,85,min,['Romantic Movies'],2017,12,kenny young,kenny young,1,1,4,0,2017Q4,December,Miss Me This Christmas Romantic Movies
s7468,Movie,Miss Representation,Jennifer Siebel Newsom,United States,20-10-2017,2011,NR,90 min,Documentaries,90,min,['Documentaries'],2017,10,jennifer siebel newsom,jennifer siebel newsom,1,1,2,0,2017Q4,October,Miss Representation Documentaries
s7471,Movie,Miss Stevens,Julia Hart,United States,19-12-2016,2016,NR,86 min,"Dramas, Independent Movies",86,min,"['Dramas', ' Independent Movies']",2016,12,julia hart,julia hart,1,2,2,0,2016Q4,December,"Miss Stevens Dramas, Independent Movies"
s7472,Movie,Mission Control: The Unsung Heroes of Apollo,David Fairhead,United States,13-08-2017,2017,TV-14,100 min,Documentaries,100,min,['Documentaries'],2017,8,david fairhead,david fairhead,1,1,7,0,2017Q3,August,Mission Control: The Unsung Heroes of Apollo Documentaries
s7473,Movie,Mission of Honor,David Blair,United Kingdom,29-07-2019,2018,TV-MA,107 min,"Action & Adventure, Dramas",107,min,"['Action & Adventure', ' Dramas']",2019,7,david blair,david blair,1,2,3,1,2019Q3,July,"Mission of Honor Action & Adventure, Dramas"
s7474,Movie,Mission: Destroy Love,Osman Ali,Malaysia,07-08-2017,2014,TV-PG,93 min,"Comedies, International Movies, Romantic Movies",93,min,"['Comedies', ' International Movies', ' Romantic Movies']",2017,8,osman ali,osman ali,1,3,3,0,2017Q3,August,"Mission: Destroy Love Comedies, International Movies, Romantic Movies"
s7475,Movie,Mississippi Grind,"Anna Boden, Ryan Fleck",United States,26-07-2018,2015,R,109 min,"Dramas, Independent Movies",109,min,"['Dramas', ' Independent Movies']",2018,7,"anna boden, ryan fleck",anna boden,1,2,2,0,2018Q3,July,"Mississippi Grind Dramas, Independent Movies"
s7476,Movie,Moh Maya Money,Munish Bhardwaj,India,01-05-2017,2016,TV-MA,109 min,"Dramas, Independent Movies, International Movies",109,min,"['Dramas', ' Independent Movies', ' International Movies']",2017,5,munish bhardwaj,munish bhardwaj,1,3,3,0,2017Q2,May,"Moh Maya Money Dramas, Independent Movies, International Movies"
s7477,Movie,Mohawk,Ted Geoghegan,United States,30-06-2018,2017,TV-MA,92 min,"Action & Adventure, Horror Movies, Independent Movies",92,min,"['Action & Adventure', ' Horror Movies', ' Independent Movies']",2018,6,ted geoghegan,ted geoghegan,1,3,1,0,2018Q2,June,"Mohawk Action & Adventure, Horror Movies, Independent Movies"
s7478,Movie,Mojave,William Monahan,United States,26-07-2018,2015,R,93 min,"Dramas, Independent Movies, Thrillers",93,min,"['Dramas', ' Independent Movies', ' Thrillers']",2018,7,william monahan,william monahan,1,3,1,0,2018Q3,July,"Mojave Dramas, Independent Movies, Thrillers"
s7479,Movie,Mokalik (Mechanic),Kunle Afolayan,Nigeria,01-09-2019,2019,TV-14,100 min,"Dramas, International Movies",100,min,"['Dramas', ' International Movies']",2019,9,kunle afolayan,kunle afolayan,1,2,2,1,2019Q3,September,"Mokalik (Mechanic) Dramas, International Movies"
s7480,Movie,Molly's Game,Aaron Sorkin,China,01-04-2020,2017,R,141 min,Dramas,141,min,['Dramas'],2020,4,aaron sorkin,aaron sorkin,1,1,2,1,2020Q2,April,Molly's Game Dramas
